domain,score,tranco_rank,category,sector_tags,theme,plugins,homepage_kb,verified_at,screenshot
utande.co.zw,100,40257,business,tech,hello-elementor,elementor;elementor-pro;safe-svg,81,2026-05-01T11:28:57.126271+00:00,screenshots/utande.co.zw.png
zou.ac.zw,100,115329,education,education,,,,,
zimswitch.co.zw,100,268007,business,finance,zimswitch,ewww-image-optimizer,310,2026-05-01T11:28:48.367184+00:00,screenshots/zimswitch.co.zw.png
techzim.co.zw,100,271901,news,media;tech,afrispark-twenty25-child,google-site-kit;optimization-detective;shop;widget-google-reviews;woocommerce;woocommerce-paypal-payments;wordpress-popular-posts,734,2026-05-01T11:28:46.253522+00:00,screenshots/techzim.co.zw.png
powershop.co.zw,100,388827,ecommerce,retail;tech,blonwe,ar-contactus;blonwe-core;contact-form-7;elementor;google-listings-and-ads;google-site-kit;mailchimp-for-wp;tiktok-for-business;woocommerce,265,2026-05-01T11:28:46.653189+00:00,screenshots/powershop.co.zw.png
myzimbabwe.co.zw,100,391225,news,media,Newspaper,advanced-ads;cleantalk-spam-protect;cookie-law-info;embed-any-document;feedzy-rss-feeds;gn-publisher;google-analytics-for-wordpress;jetpack;my-html-post-widgets;social-warfare;td-cloud-library;td-composer;td-standard-pack;webpushr-web-push-notifications,531,2026-05-01T11:28:52.353844+00:00,screenshots/myzimbabwe.co.zw.png
dailynews.co.zw,100,463008,news,media,inhype,Archive;adrotate;ajax-login-and-registration-modal-popup;ap-pricing-tables;contact-form-7;dflip;inhype-theme-addons;kirki;responsive-lightbox;woocommerce;woocommerce-memberships;wordpress-popular-posts,742,2026-05-01T11:28:51.589107+00:00,screenshots/dailynews.co.zw.png
soccer24.co.zw,100,508799,other,media,s24-theme-2024,google-analytics-for-wordpress;soccer24-banners-v1;tablepress,192,2026-05-01T11:28:50.486781+00:00,screenshots/soccer24.co.zw.png
delta.co.zw,100,559371,business,agriculture;finance,delta-zimbabwe,age-gate;codevz-plus;contact-form-7;gtm-kit;js_composer;megamenu;organization-chart;popup-maker;revslider;revslider-transitionpack-addon;woocommerce;wp-content-copy-protector,370,2026-05-01T11:29:07.599118+00:00,screenshots/delta.co.zw.png
gzu.ac.zw,100,564987,education,education,astra,astra-addon;astra-pro-sites;download-manager;elementor;elementor-pro;elementskit-lite;embedpress;spectra-pro-1;ultimate-addons-for-gutenberg;wp-event-manager,334,2026-05-01T11:29:18.845391+00:00,screenshots/gzu.ac.zw.png
applynow.co.zw,93,706154,other,tech,foxiz,contact-form-7;elementor;foxiz-core;jetpack;surveyx-builder,158,2026-05-01T11:28:55.266365+00:00,screenshots/applynow.co.zw.png
tvsales.co.zw,100,832529,ecommerce,retail,hello-elementor,3d-flipbook-dflip-lite;add-search-to-menu;elementor;elementor-pro;halfdata-green-popups;mailchimp-for-woocommerce;onesignal-free-web-push-notifications;pw-gift-cards;revslider;ubermenu;woo-product-carousel-slider-for-elementor-pro;woocommerce;woocommerce-gateway-iveri-lite;woocommerce-google-analytics-integration;woocommerce-products-filter;wp-store-locator,437,2026-05-01T11:29:03.170414+00:00,screenshots/tvsales.co.zw.png
vacancybox.co.zw,100,834485,other,tech,astra,wp-job-manager,85,2026-05-01T11:29:01.777985+00:00,screenshots/vacancybox.co.zw.png
zimbamusic.co.zw,100,841054,other,media,Newspaper,download-monitor;rocket-lazy-load;td-cloud-library;td-composer;td-standard-pack,457,2026-05-01T11:29:04.161778+00:00,screenshots/zimbamusic.co.zw.png
hansole.co.zw,100,914509,business,tech,astra,astra-sites;elementor;latepoint;suretriggers;wp-live-chat-support,150,2026-05-01T11:29:08.920941+00:00,screenshots/hansole.co.zw.png
pay.maz.co.zw,100,,business,finance,MAZ,contact-form-7;woocommerce,23,2026-05-01T12:30:43.662350+00:00,screenshots/pay.maz.co.zw.png
sbminnovations.co.zw,100,,business,other,astra,click-to-chat-for-whatsapp;elementor,178,2026-05-01T12:30:44.418912+00:00,screenshots/sbminnovations.co.zw.png
oxfordproperties.co.zw,100,,business,real-estate,enfold,,129,2026-05-01T12:30:46.757197+00:00,screenshots/oxfordproperties.co.zw.png
masseyferguson.co.zw,75,,ecommerce,agriculture;retail,backhoe,contact-form-7;js_composer;woocomm-product-enquiry;woocommerce;wp-image-zoooom,122,2026-05-01T12:30:47.227243+00:00,screenshots/masseyferguson.co.zw.png
avenuesclinic.co.zw,100,,business,health,enfold,alert-notice-boxes;click-to-chat-for-whatsapp;woo-donations;woocommerce;woocommerce-gateway-iveri-lite-1;youtube-embed-plus,92,2026-05-01T12:30:49.235086+00:00,screenshots/avenuesclinic.co.zw.png
sayspring.co.zw,100,,business,other,twentytwenty,,124,2026-05-01T12:30:49.746375+00:00,screenshots/sayspring.co.zw.png
sanitationservices.co.zw,85,,business,hospitality,Divi,animate-it;contact-form-7;gs-logo-slider,64,2026-05-01T12:30:50.411224+00:00,screenshots/sanitationservices.co.zw.png
projectvote263.org.zw,100,,ngo,other,twentytwentyfive,all-in-one-seo-pack;elementor;elementor-pro;elementskit-lite;essential-addons-for-elementor-lite;header-footer-elementor;instagram-feed;metform;royal-elementor-addons,210,2026-05-01T12:30:51.468314+00:00,screenshots/projectvote263.org.zw.png
masiya-sheshe.co.zw,100,,business,legal,xtra,codevz-plus;contact-form-7;js_composer;revslider;woocommerce,108,2026-05-01T12:30:52.447646+00:00,screenshots/masiya-sheshe.co.zw.png
sbsgroup.co.zw,100,,business,other,hello-elementor,bdthemes-prime-slider-lite;elementor;elementor-pro;elementskit-lite;timeline-widget-addon-for-elementor;wp-google-map-plugin,75,2026-05-01T12:30:54.706918+00:00,screenshots/sbsgroup.co.zw.png
byco.co.zw,95,,ecommerce,retail,Avada,eazyest-gallery;js_composer,47,2026-05-01T12:30:55.624341+00:00,screenshots/byco.co.zw.png
progility.co.zw,100,,business,other,consultantpro,burst-statistics;complianz-gdpr;contact-form-7;download-manager;js_composer;mega-addons-for-visual-composer;revslider;unlimited-addons-for-wpbakery-page-builder,79,2026-05-01T12:30:56.254499+00:00,screenshots/progility.co.zw.png
groceries.vegetablebasket.co.zw,100,,ecommerce,retail,shopire,fable-extra;jetpack;woocommerce;woocommerce-products-slider,325,2026-05-01T12:31:00.887341+00:00,screenshots/groceries.vegetablebasket.co.zw.png
sapes.org.zw,100,,ngo,other,use,cookieadmin;cookieadmin-pro;download-manager;js_composer,144,2026-05-01T12:31:07.040067+00:00,screenshots/sapes.org.zw.png
nprc.org.zw,100,,ngo,other,shoppystore,contact-form-7;content-views-query-and-display-post-page;easy-twitter-feed-widget;footer-mega-grid-columns;js_composer;post-timeline;recent-tweets-widget;revslider;the-events-calendar;wp-gdpr-compliance;wp-smushit,456,2026-05-01T12:31:10.199598+00:00,screenshots/nprc.org.zw.png
high.abbeys.co.zw,100,,education,other,popularfx,cookieadmin;cookieadmin-pro;pagelayer;socialfeeds;socialfeeds-pro;woocommerce,202,2026-05-01T12:31:11.962026+00:00,screenshots/high.abbeys.co.zw.png
247bulkwaternetwork.co.zw,100,,business,other,medo-pixel,contact-form-7;woocommerce,55,2026-05-01T12:31:12.006159+00:00,screenshots/247bulkwaternetwork.co.zw.png
compusoft.co.zw,100,,business,tech;finance,hello-elementor,elementor;elementskit-lite;hostinger-reach,127,2026-05-01T12:31:16.911966+00:00,screenshots/compusoft.co.zw.png
preschool.abbeys.co.zw,100,,education,other,popularfx,cookieadmin;cookieadmin-pro;pagelayer;socialfeeds;socialfeeds-pro,188,2026-05-01T12:31:17.665827+00:00,screenshots/preschool.abbeys.co.zw.png
identityconsultancy.co.zw,100,,business,health,oxpins-child,elementor;elementor-pro;google-analytics-for-wordpress;happy-elementor-addons;oxpins-addon;theme-masters-elementor;userfeedback-lite;wpforms,456,2026-05-01T12:31:21.622784+00:00,screenshots/identityconsultancy.co.zw.png
kingdomtyres.co.zw,100,,business,retail;transport,kingdom,contact-form-7;js_composer;revslider;woocommerce,165,2026-05-01T12:31:21.654617+00:00,screenshots/kingdomtyres.co.zw.png
globtech.co.zw,95,,business,tech,sydney,simple-google-recaptcha;sydney-toolbox;woocommerce,68,2026-05-01T12:31:23.356460+00:00,screenshots/globtech.co.zw.png
vinedesign.co.zw,100,,business,tech,concept,advanced-product-fields-for-woocommerce;all-in-one-seo-pack;concept-helper;contact-form-7;elementor;google-analytics-for-wordpress;google-listings-and-ads;gtranslate;jetpack;visual-portfolio;woocommerce,237,2026-05-01T12:31:25.989701+00:00,screenshots/vinedesign.co.zw.png
kimconsulting.co.zw,100,,business,tech,Avada-6,essential-grid;fusion-builder;gs-logo-slider;modern-events-calendar-lite;revslider;simple-news;social-icons-widget-by-wpzoom,904,2026-05-01T12:31:26.661115+00:00,screenshots/kimconsulting.co.zw.png
kdb.co.zw,100,,business,health,brooklyn,codevz-plus;contact-form-7;creame-whatsapp-me;js_composer;revslider;ut-shortcodes;woocommerce,599,2026-05-01T12:31:28.520807+00:00,screenshots/kdb.co.zw.png
1c1031.co.zw,100,,religious,other,twentysixteen,,80,2026-05-01T12:31:31.314724+00:00,screenshots/1c1031.co.zw.png
vocational.abbeys.co.zw,100,,education,other,popularfx,cookieadmin;cookieadmin-pro;pagelayer;socialfeeds;socialfeeds-pro,242,2026-05-01T12:31:33.024484+00:00,screenshots/vocational.abbeys.co.zw.png
nacz.co.zw,100,,government,media,hello-elementor,contact-form-7;elementor;elementor-pro;elementskit-lite;essential-addons-for-elementor-lite;gum-elementor-addon;gutenverse;header-footer-elementor;image-hover-effects-addon-for-elementor;jeg-elementor-kit;metform;revslider,155,2026-05-01T12:31:33.166408+00:00,screenshots/nacz.co.zw.png
zwesteel.co.zw,100,,business,mining,hello-elementor,elementor;elementskit-lite;header-footer-elementor;miniorange-2-factor-authentication;royal-elementor-addons,108,2026-05-01T12:31:35.079259+00:00,screenshots/zwesteel.co.zw.png
ppaz.org.zw,93,,other,other,,maintenance,5,2026-05-01T12:31:35.360938+00:00,screenshots/ppaz.org.zw.png
auditorgeneral.gov.zw,100,,government,legal,corpiva,bit-assist;desert-companion;elementor;fluentform;royal-elementor-addons;simple-job-board,101,2026-05-01T12:31:39.808357+00:00,screenshots/auditorgeneral.gov.zw.png
chipingerdc.gov.zw,100,,government,other,astra,3d-flipbook-dflip-lite;astra-sites;elementor;wp-whatsapp,240,2026-05-01T12:31:41.616828+00:00,screenshots/chipingerdc.gov.zw.png
ntbrl.org.zw,100,,government,health,hello-elementor,bdthemes-element-pack-lite;bdthemes-prime-slider-lite;download-manager;elementor;elementor-pro;elementskit-lite;essential-addons-for-elementor-lite;happy-elementor-addons;happy-elementor-addons-pro;premium-addons-for-elementor;wpforms,202,2026-05-01T12:31:43.161028+00:00,screenshots/ntbrl.org.zw.png
thermacool.co.zw,100,,business,tech;energy,profecient-theme,elementor;elementor-pro;essential-addons-for-elementor-lite;jeg-elementor-kit;metform;profecient-essential;simple-job-board,157,2026-05-01T12:31:46.305983+00:00,screenshots/thermacool.co.zw.png
ourbyo.co.zw,100,,business,tech,Divi,Divi-Ultimate-Blog-Plugin;caldera-forms;popups-for-divi;xagio-seo,173,2026-05-01T12:31:47.197021+00:00,screenshots/ourbyo.co.zw.png
doves.co.zw,100,,business,finance,generatepress,chaty;contact-form-7;elementor;elementor-pro;elementskit-lite;flying-pages;google-analytics-for-wordpress;header-footer-elementor;invent-slider-for-elementor;megamenu;megamenu-pro;shopengine;sina-extension-for-elementor;woocommerce;woocommerce-product-list-field-for-contact-form-7-pro;wpforms-lite,968,2026-05-01T12:31:48.303078+00:00,screenshots/doves.co.zw.png
prep.abbeys.co.zw,100,,education,other,popularfx,cookieadmin;cookieadmin-pro;pagelayer;socialfeeds;socialfeeds-pro;woocommerce,198,2026-05-01T12:31:51.291003+00:00,screenshots/prep.abbeys.co.zw.png
khalidarealty.co.zw,100,,ecommerce,real-estate,hello-elementor,addonskit-for-elementor;directorist;elementor;elementskit-lite;pro-elements;wpzoom-video-popup-block,265,2026-05-01T12:31:53.025062+00:00,screenshots/khalidarealty.co.zw.png
sai.org.zw,93,,ngo,health,gutener-charity-ngo,contact-form-7;cookieadmin;elementor;essential-addons-for-elementor-lite;give;gutentor;kirki;lifterlms;ml-slider;modern-events-calendar-lite;pdf-embedder;photo-gallery;premium-addons-for-elementor;socialfeeds;ultimate-member,360,2026-05-01T12:31:56.189678+00:00,screenshots/sai.org.zw.png
nationalcranes.co.zw,100,,business,transport,hello-elementor,3d-flipbook-dflip-lite;elementor;elementor-pro;header-footer-elementor;interactive-3d-flipbook-powered-physics-engine;wp-whatsapp,126,2026-05-01T12:31:57.778258+00:00,screenshots/nationalcranes.co.zw.png
vicfallsprimary.co.zw,93,,education,other,enfold1,CuteSlider;bookly-responsive-appointment-booking-tool;google-calendar-events;hogash-post-love;mp3-jplayer;woocommerce,68,2026-05-01T12:31:58.104771+00:00,screenshots/vicfallsprimary.co.zw.png
pa-legal.co.zw,100,,business,legal,astra,astra-sites;elementor;elementor-pro,151,2026-05-01T12:31:58.110780+00:00,screenshots/pa-legal.co.zw.png
scanlink.co.zw,100,,business,transport;retail,Divi,google-site-kit;woocommerce,194,2026-05-01T12:31:59.755452+00:00,screenshots/scanlink.co.zw.png
mashwest.gov.zw,98,,government,,consultio,booked;case-theme-core;case-theme-user;contact-form-7;contact-form-7-multi-step;download-manager;elementor;elementor-pro;gtranslate;instagram-feed;meks-simple-flickr-widget;newsletter;revslider;woocommerce;wp-whatsapp-chat;yith-woocommerce-quick-view;yith-woocommerce-wishlist,189,2026-05-01T12:32:01.065977+00:00,screenshots/mashwest.gov.zw.png
absolutefencing.co.zw,100,,business,retail,dt-the7,Ultimate_VC_Addons;dt-the7-core;formidable;js_composer;revslider,94,2026-05-01T12:32:01.721434+00:00,screenshots/absolutefencing.co.zw.png
kms.co.zw,100,,business,tech,Avada,,231,2026-05-01T12:32:04.592965+00:00,screenshots/kms.co.zw.png
bybees.co.zw,100,,business,agriculture;retail,betheme,contact-form-7;elementor;google-site-kit;revslider;wp-whatsapp-chat,167,2026-05-01T12:32:04.709443+00:00,screenshots/bybees.co.zw.png
icd.co.zw,100,,education,other,astra,click-to-chat-for-whatsapp;elementor;elementskit-lite;jeg-elementor-kit;master-addons;popup-maker;xpro-elementor-addons;xpro-theme-builder,199,2026-05-01T12:32:04.888354+00:00,screenshots/icd.co.zw.png
autoserve.co.zw,100,,business,retail;transport,hello-elementor,creame-whatsapp-me;elementor;elementor-pro;elementskit-lite;essential-addons-for-elementor-lite;header-footer-elementor;ibtana-ecommerce-product-addons;ibtana-visual-editor;smooth-back-to-top-button;woocommerce;wpforms-lite;ymm-search,136,2026-05-01T12:32:09.542523+00:00,screenshots/autoserve.co.zw.png
shop.zifa.co.zw,100,,ecommerce,retail,zifa_shop_theme_87,woocommerce,72,2026-05-01T12:32:09.581357+00:00,screenshots/shop.zifa.co.zw.png
psh.org.zw,100,,ngo,health,organic-farm,contact-form-7;elementor;elementor-pro;gainlove-core;give;litespeed-cache;popup-maker-wp;revslider,259,2026-05-01T12:32:12.341516+00:00,screenshots/psh.org.zw.png
zie.co.zw,100,,education,tech,zimie,contact-form-7;fancybox-for-wordpress;the-events-calendar;youtube-embed-plus,75,2026-05-01T12:32:17.510617+00:00,screenshots/zie.co.zw.png
avantis.co.zw,100,,business,tech,Divi,jetpack;kliken-marketing-for-google;woocommerce,400,2026-05-01T12:32:19.631101+00:00,screenshots/avantis.co.zw.png
thinknetic.co.zw,100,,business,tech,blocksy,elementor;litespeed-cache;woocommerce;woocommerce-payments;wpforms-lite,120,2026-05-01T12:32:21.706057+00:00,screenshots/thinknetic.co.zw.png
moysar.gov.zw,98,,government,other,oceanwp,3d-flipbook-dflip-lite;elementor;ocean-extra;ocean-social-sharing;wp-whatsapp-chat,132,2026-05-01T12:32:23.545592+00:00,screenshots/moysar.gov.zw.png
vicfallslive.co.zw,100,,news,media;transport,zox-news,theia-post-slider-premium;theia-sticky-sidebar;zox-alp,164,2026-05-01T12:32:27.361795+00:00,screenshots/vicfallslive.co.zw.png
agric.gov.zw,100,,government,agriculture,egovt,3d-flipbook-dflip-lite;ameliabooking;animate-it;breaking-news-wp;contact-form-7;different-menus-in-different-pages;download-manager;elementor;elementor-pro;groovy-menu-free;meta-slider-and-carousel-with-lightbox;meteoart;ova-dep;ova-doc;ova-events;ova-framework;ova-portfolio;ova-sev;ova-team;owm-weather;recent-posts-widget-with-thumbnails;redux-framework;revslider;wp-carousel-free;wp-rss-retriever;wpforms-lite,573,2026-05-01T12:32:28.619950+00:00,screenshots/agric.gov.zw.png
opcbyometro.gov.zw,100,,government,other,consultio,booked;case-theme-core;case-theme-user;contact-form-7;contact-form-7-multi-step;download-manager;elementor;elementor-pro;instagram-feed;massive-cryptocurrency-widgets;meks-simple-flickr-widget;redux-framework;revslider,196,2026-05-01T12:32:29.407344+00:00,screenshots/opcbyometro.gov.zw.png
opcmeal.gov.zw,100,,government,other,spexo,3d-flipbook-dflip-lite;betterdocs;betterlinks;booked;case-theme-core;case-theme-user;contact-form-7;contact-form-7-multi-step;countdown-timer-for-elementor;download-manager;elementor;essential-addons-for-elementor-lite;essential-blocks;instagram-feed;interactive-3d-flipbook-powered-physics-engine;massive-cryptocurrency-widgets;meks-simple-flickr-widget;newsletter;revslider;sastra-essential-addons-for-elementor;woocommerce;yith-woocommerce-quick-view;yith-woocommerce-wishlist,165,2026-05-01T12:32:33.142156+00:00,screenshots/opcmeal.gov.zw.png
opcmatnorth.gov.zw,98,,government,other,astra,elementor;wpforms-lite,247,2026-05-01T12:32:35.838545+00:00,screenshots/opcmatnorth.gov.zw.png
journal.identityconsultancy.co.zw,100,,education,health;tech,soledad,Journal-Research-Publication;citations;elementor;google-analytics-premium;google-site-kit;gp-premium;gutena-tabs;mailchimp-for-wp;penci-bookmark-follow;penci-finance;penci-frontend-submission;penci-paywall;penci-portfolio;penci-recipe;penci-review;penci-shortcodes;pwa;revslider;the-events-calendar,193,2026-05-01T12:32:36.709234+00:00,screenshots/journal.identityconsultancy.co.zw.png
goldenknot.co.zw,100,,business,finance;legal,Golden,elementor;jeg-elementor-kit;metform;sticky-header-effects-for-elementor;tablepress;wordpress-whatsapp-support,162,2026-05-01T12:32:40.646528+00:00,screenshots/goldenknot.co.zw.png
petra.org.zw,100,,other,,Divi,bbpress;google-analytics-for-wordpress;learndash-course-grid;revslider;sfwd-lms,254,2026-05-01T12:32:41.739808+00:00,screenshots/petra.org.zw.png
mwacsmed.gov.zw,98,,government,finance;other,bo,3d-flipbook-dflip-lite;dlc;elementor;ocean-extra;ocean-social-sharing;tests;wp-whatsapp-chat,228,2026-05-01T12:32:44.707223+00:00,screenshots/mwacsmed.gov.zw.png
nashua.co.zw,100,,business,tech;retail,xtra-child,codevz-plus;independent-analytics;revslider,120,2026-05-01T12:32:44.723506+00:00,screenshots/nashua.co.zw.png
igniteyouth.co.zw,98,,ngo,other,oxpins,contact-form-7;elementor;elementskit-lite;give;header-footer-elementor;oxpins-addon;recent-posts-widget-with-thumbnails,114,2026-05-01T12:32:45.805326+00:00,screenshots/igniteyouth.co.zw.png
mopse.gov.zw,100,,other,,astra,3d-flipbook-dflip-lite;astra-sites;elementor;essential-addons-for-elementor-lite;qi-addons-for-elementor;surecart;suretriggers;wp-live-chat-support;wp-whatsapp-chat,215,2026-05-01T12:32:50.162071+00:00,screenshots/mopse.gov.zw.png
talia.org.zw,100,,ngo,other,hello-elementor,custom-footer-generator;ele-custom-skin;elementor;elementor-pro;elementskit-lite;happy-elementor-addons;metform;premium-addons-for-elementor;press-elements;revslider,201,2026-05-01T12:32:54.236288+00:00,screenshots/talia.org.zw.png
testdomain9.gov.zw,98,,government,other,astra,3d-flipbook-dflip-lite;elementor;wpforms-lite,253,2026-05-01T12:32:59.091163+00:00,screenshots/testdomain9.gov.zw.png
nashfurnishers.co.zw,100,,ecommerce,retail,nooni,contact-form-7;elementor;enterprise-ecommerce;mailchimp-for-wp;revslider;themesky;woocommerce,112,2026-05-01T12:32:59.239993+00:00,screenshots/nashfurnishers.co.zw.png
aazimbabwe.co.zw,100,,other,,hello-elementor,download-manager;elementor;elementor-pro;elementskit-lite;wpforms-lite,98,2026-05-01T12:32:59.833374+00:00,screenshots/aazimbabwe.co.zw.png
mlg.gov.zw,100,,government,other,consultio-child,betterdocs;betterlinks;booked;case-theme-core;case-theme-user;click-to-chat-for-whatsapp;contact-form-7;contact-form-7-multi-step;ditty-news-ticker;download-manager;dreamit-elementor-extension;elementor;essential-addons-for-elementor-lite;essential-blocks;header-footer-elementor;instagram-feed;massive-cryptocurrency-widgets;meks-simple-flickr-widget;newsletter;revslider;woocommerce;yith-woocommerce-quick-view;yith-woocommerce-wishlist,259,2026-05-01T12:33:00.173969+00:00,screenshots/mlg.gov.zw.png
mecw.gov.zw,100,,government,energy,twentytwentyfour,booked;case-theme-core;case-theme-user;contact-form-7;contact-form-7-multi-step;download-manager;elementor;elementor-pro;massive-cryptocurrency-widgets;meks-simple-flickr-widget;revslider,166,2026-05-01T12:33:04.715373+00:00,screenshots/mecw.gov.zw.png
abbmotorspares.co.zw,100,,ecommerce,retail;transport,abb,ewww-image-optimizer,89,2026-05-01T12:33:07.419116+00:00,screenshots/abbmotorspares.co.zw.png
